unicode,sample,keywords,k_keywords
\U00025FD,◽,"geometric , square , white medium-small square","기하학적, 사각형, 흰색 중소 사각형"
\U00025AA,▪,"black small square , geometric , square","검은색 작은 사각형, 기하학적, 사각형"
\U00025AB,▫,"geometric , square , white small square","기하학적, 사각형, 흰색 작은 사각형"
\U0001F536,🔶,"diamond , geometric , large orange diamond , orange","다이아몬드, 기하학적, 큰 주황색 다이아몬드, 주황색"
\U0001F537,🔷,"blue , diamond , geometric , large blue diamond","파랑색, 다이아몬드, 기하학적, 큰 파랑색 다이아몬드"
\U0001F538,🔸,"diamond , geometric , orange , small orange diamond","다이아몬드, 기하학적, 주황색, 작은 주황색 다이아몬드"
\U0001F539,🔹,"blue , diamond , geometric , small blue diamond","파랑색, 다이아몬드, 기하학적, 작은 파랑색 다이아몬드"
\U0001F53A,🔺,"geometric , red , red triangle pointed up","기하학적, 빨간색, 빨간색 삼각형 위를 향한 삼각형"
\U0001F53B,🔻,"down , geometric , red , red triangle pointed down","아래, 기하학적, 빨간색, 빨간색 삼각형 아래를 향한 삼각형"
\U0001F4A0,💠,"comic , diamond , diamond with a dot , geometric , inside","만화, 다이아몬드, 점이 있는 다이아몬드, 기하학적, 내부"
\U0001F518,🔘,"button , geometric , radio","버튼, 기하학적, 라디오"
\U0001F533,🔳,"button , geometric , outlined , square , white square button","버튼, 기하학적, 외곽선, 사각형, 흰색 사각형 버튼"
\U0001F532,🔲,"black square button , button , geometric , square","검은색 사각형 버튼, 버튼, 기하학적, 사각형"
\U0001F3C1,🏁,"checkered , chequered , chequered flag , racing","격자무늬, 체크무늬, 체크무늬 깃발, 레이싱"
\U0001F6A9,🚩,"post , triangular flag","포스트, 삼각 깃발"
\U0001F38C,🎌,"celebration , cross , crossed , crossed flags , Japanese","축하, 십자, 교차, 교차한 깃발"
\U0001F3F4,🏴,"black flag , waving","검은색 깃발, 흔들리는"
\U0001F3F3,🏳,"waving , white flag","흔들리는, 흰색 깃발"
\U0001F3F3 \U000FE0F \U000200D \U0001F308,🏳️‍🌈,"pride , rainbow , rainbow flag","프라이드, 무지개, 무지개 깃발"
\U0001F3F3 \U000FE0F \U000200D \U00026A7 \U000FE0F,🏳️‍⚧️,"flag , light blue , pink , transgender , white","깃발, 연한 파랑색, 분홍색, 트랜스젠더, 흰색"
\U0001F3F4 \U000200D \U0002620 \U000FE0F,🏴‍☠️,"Jolly Roger , pirate , pirate flag , plunder , treasure","조리개, 해적, 해적 깃발, 약탈, 보물"
\U0001F1E6 \U0001F1E8,🇦🇨,flag,깃발
\U0001F1E6 \U0001F1E9,🇦🇩,flag,깃발
\U0001F1E6 \U0001F1EA,🇦🇪,flag,깃발
\U0001F1E6 \U0001F1EB,🇦🇫,flag,깃발
\U0001F1E6 \U0001F1EC,🇦🇬,flag,깃발
\U0001F1E6 \U0001F1EE,🇦🇮,flag,깃발
\U0001F1E6 \U0001F1F1,🇦🇱,flag,깃발
\U0001F1E6 \U0001F1F2,🇦🇲,flag,깃발
\U0001F1E6 \U0001F1F4,🇦🇴,flag,깃발
\U0001F1E6 \U0001F1F6,🇦🇶,flag,깃발
\U0001F1E6 \U0001F1F7,🇦🇷,flag,깃발
\U0001F1E6 \U0001F1F8,🇦🇸,flag,깃발
\U0001F1E6 \U0001F1F9,🇦🇹,flag,깃발
\U0001F1E6 \U0001F1FA,🇦🇺,flag,깃발
\U0001F1E6 \U0001F1FC,🇦🇼,flag,깃발
\U0001F1E6 \U0001F1FD,🇦🇽,flag,깃발
\U0001F1E6 \U0001F1FF,🇦🇿,flag,깃발
\U0001F1E7 \U0001F1E6,🇧🇦,flag,깃발
\U0001F1E7 \U0001F1E7,🇧🇧,flag,깃발
\U0001F1E7 \U0001F1E9,🇧🇩,flag,깃발
\U0001F1E7 \U0001F1EA,🇧🇪,flag,깃발
\U0001F1E7 \U0001F1EB,🇧🇫,flag,깃발
\U0001F1E7 \U0001F1EC,🇧🇬,flag,깃발
\U0001F1E7 \U0001F1ED,🇧🇭,flag,깃발
\U0001F1E7 \U0001F1EE,🇧🇮,flag,깃발
\U0001F1E7 \U0001F1EF,🇧🇯,flag,깃발
\U0001F1E7 \U0001F1F1,🇧🇱,flag,깃발
\U0001F1E7 \U0001F1F2,🇧🇲,flag,깃발
\U0001F1E7 \U0001F1F3,🇧🇳,flag,깃발
\U0001F1E7 \U0001F1F4,🇧🇴,flag,깃발
\U0001F1E7 \U0001F1F6,🇧🇶,flag,깃발
\U0001F1E7 \U0001F1F7,🇧🇷,flag,깃발
\U0001F1E7 \U0001F1F8,🇧🇸,flag,깃발
\U0001F1E7 \U0001F1F9,🇧🇹,flag,깃발
\U0001F1E7 \U0001F1FB,🇧🇻,flag,깃발
\U0001F1E7 \U0001F1FC,🇧🇼,flag,깃발
\U0001F1E7 \U0001F1FE,🇧🇾,flag,깃발
\U0001F1E7 \U0001F1FF,🇧🇿,flag,깃발
\U0001F1E8 \U0001F1E6,🇨🇦,flag,깃발
\U0001F1E8 \U0001F1E8,🇨🇨,flag,깃발
\U0001F1E8 \U0001F1E9,🇨🇩,flag,깃발
\U0001F1E8 \U0001F1EB,🇨🇫,flag,깃발
\U0001F1E8 \U0001F1EC,🇨🇬,flag,깃발
\U0001F1E8 \U0001F1ED,🇨🇭,flag,깃발
\U0001F1E8 \U0001F1EE,🇨🇮,flag,깃발
\U0001F1E8 \U0001F1F0,🇨🇰,flag,깃발
\U0001F1E8 \U0001F1F1,🇨🇱,flag,깃발
\U0001F1E8 \U0001F1F2,🇨🇲,flag,깃발
\U0001F1E8 \U0001F1F3,🇨🇳,flag,깃발
\U0001F1E8 \U0001F1F4,🇨🇴,flag,깃발
\U0001F1E8 \U0001F1F5,🇨🇵,flag,깃발
\U0001F1E8 \U0001F1F7,🇨🇷,flag,깃발
\U0001F1E8 \U0001F1FA,🇨🇺,flag,깃발
\U0001F1E8 \U0001F1FB,🇨🇻,flag,깃발
\U0001F1E8 \U0001F1FC,🇨🇼,flag,깃발
\U0001F1E8 \U0001F1FD,🇨🇽,flag,깃발
\U0001F1E8 \U0001F1FE,🇨🇾,flag,깃발
\U0001F1E8 \U0001F1FF,🇨🇿,flag,깃발
\U0001F1E9 \U0001F1EA,🇩🇪,flag,깃발
\U0001F1E9 \U0001F1EC,🇩🇬,flag,깃발
\U0001F1E9 \U0001F1EF,🇩🇯,flag,깃발
\U0001F1E9 \U0001F1F0,🇩🇰,flag,깃발
\U0001F1E9 \U0001F1F2,🇩🇲,flag,깃발
\U0001F1E9 \U0001F1F4,🇩🇴,flag,깃발
\U0001F1E9 \U0001F1FF,🇩🇿,flag,깃발
\U0001F1EA \U0001F1E6,🇪🇦,flag,깃발
\U0001F1EA \U0001F1E8,🇪🇨,flag,깃발
\U0001F1EA \U0001F1EA,🇪🇪,flag,깃발
\U0001F1EA \U0001F1EC,🇪🇬,flag,깃발
\U0001F1EA \U0001F1ED,🇪🇭,flag,깃발
\U0001F1EA \U0001F1F7,🇪🇷,flag,깃발
\U0001F1EA \U0001F1F8,🇪🇸,flag,깃발
\U0001F1EA \U0001F1F9,🇪🇹,flag,깃발
\U0001F1EA \U0001F1FA,🇪🇺,flag,깃발
\U0001F1EB \U0001F1EE,🇫🇮,flag,깃발
\U0001F1EB \U0001F1EF,🇫🇯,flag,깃발
\U0001F1EB \U0001F1F0,🇫🇰,flag,깃발
\U0001F1EB \U0001F1F2,🇫🇲,flag,깃발
\U0001F1EB \U0001F1F4,🇫🇴,flag,깃발
\U0001F1EB \U0001F1F7,🇫🇷,flag,깃발
\U0001F1EC \U0001F1E6,🇬🇦,flag,깃발
\U0001F1EC \U0001F1E7,🇬🇧,flag,깃발
\U0001F1EC \U0001F1E9,🇬🇩,flag,깃발
\U0001F1EC \U0001F1EA,🇬🇪,flag,깃발
\U0001F1EC \U0001F1EB,🇬🇫,flag,깃발
\U0001F1EC \U0001F1EC,🇬🇬,flag,깃발
\U0001F1EC \U0001F1ED,🇬🇭,flag,깃발
\U0001F1EC \U0001F1EE,🇬🇮,flag,깃발
\U0001F1EC \U0001F1F1,🇬🇱,flag,깃발
\U0001F1EC \U0001F1F2,🇬🇲,flag,깃발
\U0001F1EC \U0001F1F3,🇬🇳,flag,깃발
\U0001F1EC \U0001F1F5,🇬🇵,flag,깃발
\U0001F1EC \U0001F1F6,🇬🇶,flag,깃발
\U0001F1EC \U0001F1F7,🇬🇷,flag,깃발
\U0001F1EC \U0001F1F8,🇬🇸,flag,깃발
\U0001F1EC \U0001F1F9,🇬🇹,flag,깃발
\U0001F1EC \U0001F1FA,🇬🇺,flag,깃발
\U0001F1EC \U0001F1FC,🇬🇼,flag,깃발
\U0001F1EC \U0001F1FE,🇬🇾,flag,깃발
\U0001F1ED \U0001F1F0,🇭🇰,flag,깃발
\U0001F1ED \U0001F1F2,🇭🇲,flag,깃발
\U0001F1ED \U0001F1F3,🇭🇳,flag,깃발
\U0001F1ED \U0001F1F7,🇭🇷,flag,깃발
\U0001F1ED \U0001F1F9,🇭🇹,flag,깃발
\U0001F1ED \U0001F1FA,🇭🇺,flag,깃발
\U0001F1EE \U0001F1E8,🇮🇨,flag,깃발
\U0001F1EE \U0001F1E9,🇮🇩,flag,깃발
\U0001F1EE \U0001F1EA,🇮🇪,flag,깃발
\U0001F1EE \U0001F1F1,🇮🇱,flag,깃발
\U0001F1EE \U0001F1F2,🇮🇲,flag,깃발
\U0001F1EE \U0001F1F3,🇮🇳,flag,깃발
\U0001F1EE \U0001F1F4,🇮🇴,flag,깃발
\U0001F1EE \U0001F1F6,🇮🇶,flag,깃발
\U0001F1EE \U0001F1F7,🇮🇷,flag,깃발
\U0001F1EE \U0001F1F8,🇮🇸,flag,깃발
\U0001F1EE \U0001F1F9,🇮🇹,flag,깃발
\U0001F1EF \U0001F1EA,🇯🇪,flag,깃발
\U0001F1EF \U0001F1F2,🇯🇲,flag,깃발
\U0001F1EF \U0001F1F4,🇯🇴,flag,깃발
\U0001F1EF \U0001F1F5,🇯🇵,flag,깃발
\U0001F1F0 \U0001F1EA,🇰🇪,flag,깃발
\U0001F1F0 \U0001F1EC,🇰🇬,flag,깃발
\U0001F1F0 \U0001F1ED,🇰🇭,flag,깃발
\U0001F1F0 \U0001F1EE,🇰🇮,flag,깃발
\U0001F1F0 \U0001F1F2,🇰🇲,flag,깃발
\U0001F1F0 \U0001F1F3,🇰🇳,flag,깃발
\U0001F1F0 \U0001F1F5,🇰🇵,flag,깃발
\U0001F1F0 \U0001F1F7,🇰🇷,flag,깃발
\U0001F1F0 \U0001F1FC,🇰🇼,flag,깃발
\U0001F1F0 \U0001F1FE,🇰🇾,flag,깃발
\U0001F1F0 \U0001F1FF,🇰🇿,flag,깃발
\U0001F1F1 \U0001F1E6,🇱🇦,flag,깃발
\U0001F1F1 \U0001F1E7,🇱🇧,flag,깃발
\U0001F1F1 \U0001F1E8,🇱🇨,flag,깃발
\U0001F1F1 \U0001F1EE,🇱🇮,flag,깃발
\U0001F1F1 \U0001F1F0,🇱🇰,flag,깃발
\U0001F1F1 \U0001F1F7,🇱🇷,flag,깃발
\U0001F1F1 \U0001F1F8,🇱🇸,flag,깃발
\U0001F1F1 \U0001F1F9,🇱🇹,flag,깃발
\U0001F1F1 \U0001F1FA,🇱🇺,flag,깃발
\U0001F1F1 \U0001F1FB,🇱🇻,flag,깃발
\U0001F1F1 \U0001F1FE,🇱🇾,flag,깃발
\U0001F1F2 \U0001F1E6,🇲🇦,flag,깃발
\U0001F1F2 \U0001F1E8,🇲🇨,flag,깃발
\U0001F1F2 \U0001F1E9,🇲🇩,flag,깃발
\U0001F1F2 \U0001F1EA,🇲🇪,flag,깃발
\U0001F1F2 \U0001F1EB,🇲🇫,flag,깃발
\U0001F1F2 \U0001F1EC,🇲🇬,flag,깃발
\U0001F1F2 \U0001F1ED,🇲🇭,flag,깃발
\U0001F1F2 \U0001F1F0,🇲🇰,flag,깃발
\U0001F1F2 \U0001F1F1,🇲🇱,flag,깃발
\U0001F1F2 \U0001F1F2,🇲🇲,flag,깃발
\U0001F1F2 \U0001F1F3,🇲🇳,flag,깃발
\U0001F1F2 \U0001F1F4,🇲🇴,flag,깃발
\U0001F1F2 \U0001F1F5,🇲🇵,flag,깃발
\U0001F1F2 \U0001F1F6,🇲🇶,flag,깃발
\U0001F1F2 \U0001F1F7,🇲🇷,flag,깃발
\U0001F1F2 \U0001F1F8,🇲🇸,flag,깃발
\U0001F1F2 \U0001F1F9,🇲🇹,flag,깃발
\U0001F1F2 \U0001F1FA,🇲🇺,flag,깃발
\U0001F1F2 \U0001F1FB,🇲🇻,flag,깃발
\U0001F1F2 \U0001F1FC,🇲🇼,flag,깃발
\U0001F1F2 \U0001F1FD,🇲🇽,flag,깃발
\U0001F1F2 \U0001F1FE,🇲🇾,flag,깃발
\U0001F1F2 \U0001F1FF,🇲🇿,flag,깃발
\U0001F1F3 \U0001F1E6,🇳🇦,flag,깃발
\U0001F1F3 \U0001F1E8,🇳🇨,flag,깃발
\U0001F1F3 \U0001F1EA,🇳🇪,flag,깃발
\U0001F1F3 \U0001F1EB,🇳🇫,flag,깃발
\U0001F1F3 \U0001F1EC,🇳🇬,flag,깃발
\U0001F1F3 \U0001F1EE,🇳🇮,flag,깃발
\U0001F1F3 \U0001F1F1,🇳🇱,flag,깃발
\U0001F1F3 \U0001F1F4,🇳🇴,flag,깃발
\U0001F1F3 \U0001F1F5,🇳🇵,flag,깃발
\U0001F1F3 \U0001F1F7,🇳🇷,flag,깃발
\U0001F1F3 \U0001F1FA,🇳🇺,flag,깃발
\U0001F1F3 \U0001F1FF,🇳🇿,flag,깃발
\U0001F1F4 \U0001F1F2,🇴🇲,flag,깃발
\U0001F1F5 \U0001F1E6,🇵🇦,flag,깃발
\U0001F1F5 \U0001F1EA,🇵🇪,flag,깃발
\U0001F1F5 \U0001F1EB,🇵🇫,flag,깃발
\U0001F1F5 \U0001F1EC,🇵🇬,flag,깃발
\U0001F1F5 \U0001F1ED,🇵🇭,flag,깃발
\U0001F1F5 \U0001F1F0,🇵🇰,flag,깃발
\U0001F1F5 \U0001F1F1,🇵🇱,flag,깃발
\U0001F1F5 \U0001F1F2,🇵🇲,flag,깃발
\U0001F1F5 \U0001F1F3,🇵🇳,flag,깃발
\U0001F1F5 \U0001F1F7,🇵🇷,flag,깃발
\U0001F1F5 \U0001F1F8,🇵🇸,flag,깃발
\U0001F1F5 \U0001F1F9,🇵🇹,flag,깃발
\U0001F1F5 \U0001F1FC,🇵🇼,flag,깃발
\U0001F1F5 \U0001F1FE,🇵🇾,flag,깃발
\U0001F1F6 \U0001F1E6,🇶🇦,flag,깃발
\U0001F1F7 \U0001F1EA,🇷🇪,flag,깃발
\U0001F1F7 \U0001F1F4,🇷🇴,flag,깃발
\U0001F1F7 \U0001F1F8,🇷🇸,flag,깃발
\U0001F1F7 \U0001F1FA,🇷🇺,flag,깃발
\U0001F1F7 \U0001F1FC,🇷🇼,flag,깃발
\U0001F1F8 \U0001F1E6,🇸🇦,flag,깃발
\U0001F1F8 \U0001F1E7,🇸🇧,flag,깃발
\U0001F1F8 \U0001F1E8,🇸🇨,flag,깃발
\U0001F1F8 \U0001F1E9,🇸🇩,flag,깃발
\U0001F1F8 \U0001F1EA,🇸🇪,flag,깃발
\U0001F1F8 \U0001F1EC,🇸🇬,flag,깃발
\U0001F1F8 \U0001F1ED,🇸🇭,flag,깃발
\U0001F1F8 \U0001F1EE,🇸🇮,flag,깃발
\U0001F1F8 \U0001F1EF,🇸🇯,flag,깃발
\U0001F1F8 \U0001F1F0,🇸🇰,flag,깃발
\U0001F1F8 \U0001F1F1,🇸🇱,flag,깃발
\U0001F1F8 \U0001F1F2,🇸🇲,flag,깃발
\U0001F1F8 \U0001F1F3,🇸🇳,flag,깃발
\U0001F1F8 \U0001F1F4,🇸🇴,flag,깃발
\U0001F1F8 \U0001F1F7,🇸🇷,flag,깃발
\U0001F1F8 \U0001F1F8,🇸🇸,flag,깃발
\U0001F1F8 \U0001F1F9,🇸🇹,flag,깃발
\U0001F1F8 \U0001F1FB,🇸🇻,flag,깃발
\U0001F1F8 \U0001F1FD,🇸🇽,flag,깃발
\U0001F1F8 \U0001F1FE,🇸🇾,flag,깃발
\U0001F1F8 \U0001F1FF,🇸🇿,flag,깃발
\U0001F1F9 \U0001F1E6,🇹🇦,flag,깃발
\U0001F1F9 \U0001F1E8,🇹🇨,flag,깃발
\U0001F1F9 \U0001F1E9,🇹🇩,flag,깃발
\U0001F1F9 \U0001F1EB,🇹🇫,flag,깃발
\U0001F1F9 \U0001F1EC,🇹🇬,flag,깃발
\U0001F1F9 \U0001F1ED,🇹🇭,flag,깃발
\U0001F1F9 \U0001F1EF,🇹🇯,flag,깃발
\U0001F1F9 \U0001F1F0,🇹🇰,flag,깃발
\U0001F1F9 \U0001F1F1,🇹🇱,flag,깃발
\U0001F1F9 \U0001F1F2,🇹🇲,flag,깃발
\U0001F1F9 \U0001F1F3,🇹🇳,flag,깃발
\U0001F1F9 \U0001F1F4,🇹🇴,flag,깃발
\U0001F1F9 \U0001F1F7,🇹🇷,flag,깃발
\U0001F1F9 \U0001F1F9,🇹🇹,flag,깃발
\U0001F1F9 \U0001F1FB,🇹🇻,flag,깃발
\U0001F1F9 \U0001F1FC,🇹🇼,flag,깃발
\U0001F1F9 \U0001F1FF,🇹🇿,flag,깃발
\U0001F1FA \U0001F1E6,🇺🇦,flag,깃발
\U0001F1FA \U0001F1EC,🇺🇬,flag,깃발
\U0001F1FA \U0001F1F2,🇺🇲,flag,깃발
\U0001F1FA \U0001F1F3,🇺🇳,flag,깃발
\U0001F1FA \U0001F1F8,🇺🇸,flag,깃발
\U0001F1FA \U0001F1FE,🇺🇾,flag,깃발
\U0001F1FA \U0001F1FF,🇺🇿,flag,깃발
\U0001F1FB \U0001F1E6,🇻🇦,flag,깃발
\U0001F1FB \U0001F1E8,🇻🇨,flag,깃발
\U0001F1FB \U0001F1EA,🇻🇪,flag,깃발
\U0001F1FB \U0001F1EC,🇻🇬,flag,깃발
\U0001F1FB \U0001F1EE,🇻🇮,flag,깃발
\U0001F1FB \U0001F1F3,🇻🇳,flag,깃발
\U0001F1FB \U0001F1FA,🇻🇺,flag,깃발
\U0001F1FC \U0001F1EB,🇼🇫,flag,깃발
\U0001F1FC \U0001F1F8,🇼🇸,flag,깃발
\U0001F1FD \U0001F1F0,🇽🇰,flag,깃발
\U0001F1FE \U0001F1EA,🇾🇪,flag,깃발
\U0001F1FE \U0001F1F9,🇾🇹,flag,깃발
\U0001F1FF \U0001F1E6,🇿🇦,flag,깃발
\U0001F1FF \U0001F1F2,🇿🇲,flag,깃발
\U0001F1FF \U0001F1FC,🇿🇼,flag,깃발
\U0001F3F4 \U000E0067 \U000E0062 \U000E0065 \U000E006E \U000E0067 \U000E007F,🏴󠁧󠁢󠁥󠁮󠁧󠁿,flag,깃발
\U0001F3F4 \U000E0067 \U000E0062 \U000E0073 \U000E0063 \U000E0074 \U000E007F,🏴󠁧󠁢󠁳󠁣󠁴󠁿,flag,깃발
\U0001F3F4 \U000E0067 \U000E0062 \U000E0077 \U000E006C \U000E0073 \U000E007F,🏴󠁧󠁢󠁷󠁬󠁳󠁿,flag,깃발
